,Article_ID,Error
265,38407411,"The MW API does not have any info related to the rev-id provided as input (38407411), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
266,111522,"The MW API does not have any info related to the rev-id provided as input (111522), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
267,111924,"The MW API does not have any info related to the rev-id provided as input (111924), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
268,111861,"The MW API does not have any info related to the rev-id provided as input (111861), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
269,111238,"The MW API does not have any info related to the rev-id provided as input (111238), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
270,111768,"The MW API does not have any info related to the rev-id provided as input (111768), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
271,111811,"The MW API does not have any info related to the rev-id provided as input (111811), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
272,111653,"The MW API does not have any info related to the rev-id provided as input (111653), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
273,111685,"The MW API does not have any info related to the rev-id provided as input (111685), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
274,110935,"The MW API does not have any info related to the rev-id provided as input (110935), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
275,111657,"The MW API does not have any info related to the rev-id provided as input (111657), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
276,111702,"The MW API does not have any info related to the rev-id provided as input (111702), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
277,111622,"The MW API does not have any info related to the rev-id provided as input (111622), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
278,111097,"The MW API does not have any info related to the rev-id provided as input (111097), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
279,111738,"The MW API does not have any info related to the rev-id provided as input (111738), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
280,112087,"The MW API does not have any info related to the rev-id provided as input (112087), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
281,110881,"The MW API does not have any info related to the rev-id provided as input (110881), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
282,111015,"The MW API does not have any info related to the rev-id provided as input (111015), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
283,110901,"The MW API does not have any info related to the rev-id provided as input (110901), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
284,112001,"The MW API does not have any info related to the rev-id provided as input (112001), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
285,111704,"The MW API does not have any info related to the rev-id provided as input (111704), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
286,111815,"The MW API does not have any info related to the rev-id provided as input (111815), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
287,111020,"The MW API does not have any info related to the rev-id provided as input (111020), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
288,111026,"The MW API does not have any info related to the rev-id provided as input (111026), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
289,111218,"The MW API does not have any info related to the rev-id provided as input (111218), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
290,111028,"The MW API does not have any info related to the rev-id provided as input (111028), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
291,111219,"The MW API does not have any info related to the rev-id provided as input (111219), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
292,111551,"The MW API does not have any info related to the rev-id provided as input (111551), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
293,111263,"The MW API does not have any info related to the rev-id provided as input (111263), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
294,111489,"The MW API does not have any info related to the rev-id provided as input (111489), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
295,18205831,"The MW API does not have any info related to the rev-id provided as input (18205831), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
296,111329,"The MW API does not have any info related to the rev-id provided as input (111329), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
297,111221,"The MW API does not have any info related to the rev-id provided as input (111221), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
298,111102,"The MW API does not have any info related to the rev-id provided as input (111102), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
299,111836,"The MW API does not have any info related to the rev-id provided as input (111836), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
300,111514,"The MW API does not have any info related to the rev-id provided as input (111514), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
301,111761,"The MW API does not have any info related to the rev-id provided as input (111761), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
302,111505,"The MW API does not have any info related to the rev-id provided as input (111505), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
303,110863,"The MW API does not have any info related to the rev-id provided as input (110863), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
304,111838,"The MW API does not have any info related to the rev-id provided as input (111838), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
305,6834334,"The MW API does not have any info related to the rev-id provided as input (6834334), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
306,111669,"The MW API does not have any info related to the rev-id provided as input (111669), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
307,110893,"The MW API does not have any info related to the rev-id provided as input (110893), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
308,110804,"The MW API does not have any info related to the rev-id provided as input (110804), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
309,111732,"The MW API does not have any info related to the rev-id provided as input (111732), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
310,111192,"The MW API does not have any info related to the rev-id provided as input (111192), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
311,111137,"The MW API does not have any info related to the rev-id provided as input (111137), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
312,111911,"The MW API does not have any info related to the rev-id provided as input (111911), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
313,111671,"The MW API does not have any info related to the rev-id provided as input (111671), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
314,111408,"The MW API does not have any info related to the rev-id provided as input (111408), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
315,12926,"The MW API does not have any info related to the rev-id provided as input (12926), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
316,9138832,"The MW API does not have any info related to the rev-id provided as input (9138832), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
317,112477,"The MW API does not have any info related to the rev-id provided as input (112477), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
318,112670,"The MW API does not have any info related to the rev-id provided as input (112670), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
319,112508,"The MW API does not have any info related to the rev-id provided as input (112508), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
320,112167,"The MW API does not have any info related to the rev-id provided as input (112167), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
321,112313,
322,112600,"The MW API does not have any info related to the rev-id provided as input (112600), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
323,112316,"The MW API does not have any info related to the rev-id provided as input (112316), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
324,112495,"The MW API does not have any info related to the rev-id provided as input (112495), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
325,112344,"The MW API does not have any info related to the rev-id provided as input (112344), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
326,112499,"The MW API does not have any info related to the rev-id provided as input (112499), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
327,113967,"The MW API does not have any info related to the rev-id provided as input (113967), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
328,95909,"The MW API does not have any info related to the rev-id provided as input (95909), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
329,114153,"The MW API does not have any info related to the rev-id provided as input (114153), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
330,114274,"The MW API does not have any info related to the rev-id provided as input (114274), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
331,113890,"The MW API does not have any info related to the rev-id provided as input (113890), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
332,112879,"The MW API does not have any info related to the rev-id provided as input (112879), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
333,95991,"The MW API does not have any info related to the rev-id provided as input (95991), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
334,95934,"The MW API does not have any info related to the rev-id provided as input (95934), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
335,112773,"The MW API does not have any info related to the rev-id provided as input (112773), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
336,112743,"The MW API does not have any info related to the rev-id provided as input (112743), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
337,95905,"The MW API does not have any info related to the rev-id provided as input (95905), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
338,112901,"The MW API does not have any info related to the rev-id provided as input (112901), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
339,113991,"The MW API does not have any info related to the rev-id provided as input (113991), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
340,114312,"The MW API does not have any info related to the rev-id provided as input (114312), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
341,95993,"The MW API does not have any info related to the rev-id provided as input (95993), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
342,114006,"The MW API does not have any info related to the rev-id provided as input (114006), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
343,95903,"The MW API does not have any info related to the rev-id provided as input (95903), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
344,112906,"The MW API does not have any info related to the rev-id provided as input (112906), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
345,113981,"The MW API does not have any info related to the rev-id provided as input (113981), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
346,113894,"The MW API does not have any info related to the rev-id provided as input (113894), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
347,112766,"The MW API does not have any info related to the rev-id provided as input (112766), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
348,112767,"The MW API does not have any info related to the rev-id provided as input (112767), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
349,114156,"The MW API does not have any info related to the rev-id provided as input (114156), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
350,113958,"The MW API does not have any info related to the rev-id provided as input (113958), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
351,113971,"The MW API does not have any info related to the rev-id provided as input (113971), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
352,63580,"The MW API does not have any info related to the rev-id provided as input (63580), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
353,114044,"The MW API does not have any info related to the rev-id provided as input (114044), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
354,113860,"The MW API does not have any info related to the rev-id provided as input (113860), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
355,112734,"The MW API does not have any info related to the rev-id provided as input (112734), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
356,113866,"The MW API does not have any info related to the rev-id provided as input (113866), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
357,114363,"The MW API does not have any info related to the rev-id provided as input (114363), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
358,113868,"The MW API does not have any info related to the rev-id provided as input (113868), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
359,113898,"The MW API does not have any info related to the rev-id provided as input (113898), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
360,114046,"The MW API does not have any info related to the rev-id provided as input (114046), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
361,113863,"The MW API does not have any info related to the rev-id provided as input (113863), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
362,113888,"The MW API does not have any info related to the rev-id provided as input (113888), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
363,113852,"The MW API does not have any info related to the rev-id provided as input (113852), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
364,113889,"The MW API does not have any info related to the rev-id provided as input (113889), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
365,112856,"The MW API does not have any info related to the rev-id provided as input (112856), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
366,114173,"The MW API does not have any info related to the rev-id provided as input (114173), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
367,112919,"The MW API does not have any info related to the rev-id provided as input (112919), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
368,112962,"The MW API does not have any info related to the rev-id provided as input (112962), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
369,113873,"The MW API does not have any info related to the rev-id provided as input (113873), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
370,114252,"The MW API does not have any info related to the rev-id provided as input (114252), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
371,114519,"The MW API does not have any info related to the rev-id provided as input (114519), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
372,114417,"The MW API does not have any info related to the rev-id provided as input (114417), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
373,114759,"The MW API does not have any info related to the rev-id provided as input (114759), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
374,115322,"The MW API does not have any info related to the rev-id provided as input (115322), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
375,115335,"The MW API does not have any info related to the rev-id provided as input (115335), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
376,115443,"The MW API does not have any info related to the rev-id provided as input (115443), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
377,115035,"The MW API does not have any info related to the rev-id provided as input (115035), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
378,115161,"The MW API does not have any info related to the rev-id provided as input (115161), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
379,115010,"The MW API does not have any info related to the rev-id provided as input (115010), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
380,115066,"The MW API does not have any info related to the rev-id provided as input (115066), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
381,115372,"The MW API does not have any info related to the rev-id provided as input (115372), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
382,115281,"The MW API does not have any info related to the rev-id provided as input (115281), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
383,115144,"The MW API does not have any info related to the rev-id provided as input (115144), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
384,115412,"The MW API does not have any info related to the rev-id provided as input (115412), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
385,115389,"The MW API does not have any info related to the rev-id provided as input (115389), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
386,115214,"The MW API does not have any info related to the rev-id provided as input (115214), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
387,36416265,"The MW API does not have any info related to the rev-id provided as input (36416265), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
388,115015,"The MW API does not have any info related to the rev-id provided as input (115015), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
389,115050,"The MW API does not have any info related to the rev-id provided as input (115050), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
390,50352,"The MW API does not have any info related to the rev-id provided as input (50352), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
391,115223,"The MW API does not have any info related to the rev-id provided as input (115223), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
392,115444,"The MW API does not have any info related to the rev-id provided as input (115444), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
393,115242,"The MW API does not have any info related to the rev-id provided as input (115242), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
394,150464,"The MW API does not have any info related to the rev-id provided as input (150464), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
395,115355,"The MW API does not have any info related to the rev-id provided as input (115355), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
396,115442,"The MW API does not have any info related to the rev-id provided as input (115442), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
397,115112,"The MW API does not have any info related to the rev-id provided as input (115112), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
398,115810,"The MW API does not have any info related to the rev-id provided as input (115810), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
399,115775,"The MW API does not have any info related to the rev-id provided as input (115775), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
400,115838,"The MW API does not have any info related to the rev-id provided as input (115838), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
401,115785,"The MW API does not have any info related to the rev-id provided as input (115785), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
402,150456,"The MW API does not have any info related to the rev-id provided as input (150456), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
403,115268,"The MW API does not have any info related to the rev-id provided as input (115268), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
404,115839,"The MW API does not have any info related to the rev-id provided as input (115839), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
405,115848,"The MW API does not have any info related to the rev-id provided as input (115848), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
406,115827,"The MW API does not have any info related to the rev-id provided as input (115827), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
407,115707,"The MW API does not have any info related to the rev-id provided as input (115707), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
408,115828,"The MW API does not have any info related to the rev-id provided as input (115828), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
409,115829,"The MW API does not have any info related to the rev-id provided as input (115829), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
410,115830,"The MW API does not have any info related to the rev-id provided as input (115830), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
411,115831,"The MW API does not have any info related to the rev-id provided as input (115831), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
412,115469,"The MW API does not have any info related to the rev-id provided as input (115469), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
413,115604,"The MW API does not have any info related to the rev-id provided as input (115604), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
414,115841,"The MW API does not have any info related to the rev-id provided as input (115841), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
415,115811,"The MW API does not have any info related to the rev-id provided as input (115811), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
416,115598,"The MW API does not have any info related to the rev-id provided as input (115598), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
417,115778,"The MW API does not have any info related to the rev-id provided as input (115778), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
418,115771,"The MW API does not have any info related to the rev-id provided as input (115771), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
419,115615,"The MW API does not have any info related to the rev-id provided as input (115615), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
420,115786,"The MW API does not have any info related to the rev-id provided as input (115786), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
421,115832,"The MW API does not have any info related to the rev-id provided as input (115832), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
422,115802,"The MW API does not have any info related to the rev-id provided as input (115802), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
423,115813,"The MW API does not have any info related to the rev-id provided as input (115813), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
424,115635,"The MW API does not have any info related to the rev-id provided as input (115635), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
425,53842,"The MW API does not have any info related to the rev-id provided as input (53842), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
426,115845,"The MW API does not have any info related to the rev-id provided as input (115845), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
