Article_ID,Error
110418,"The MW API does not have any info related to the rev-id provided as input (110418), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110423,"The MW API does not have any info related to the rev-id provided as input (110423), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
5446711,"The MW API does not have any info related to the rev-id provided as input (5446711), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110190,"The MW API does not have any info related to the rev-id provided as input (110190), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110046,"The MW API does not have any info related to the rev-id provided as input (110046), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110055,"The MW API does not have any info related to the rev-id provided as input (110055), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110345,"The MW API does not have any info related to the rev-id provided as input (110345), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110424,"The MW API does not have any info related to the rev-id provided as input (110424), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110409,"The MW API does not have any info related to the rev-id provided as input (110409), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110218,"The MW API does not have any info related to the rev-id provided as input (110218), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110147,"The MW API does not have any info related to the rev-id provided as input (110147), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110011,"The MW API does not have any info related to the rev-id provided as input (110011), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110160,"The MW API does not have any info related to the rev-id provided as input (110160), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
109955,"The MW API does not have any info related to the rev-id provided as input (109955), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110149,"The MW API does not have any info related to the rev-id provided as input (110149), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110155,"The MW API does not have any info related to the rev-id provided as input (110155), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110426,"The MW API does not have any info related to the rev-id provided as input (110426), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110025,"The MW API does not have any info related to the rev-id provided as input (110025), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
109930,"The MW API does not have any info related to the rev-id provided as input (109930), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110163,"The MW API does not have any info related to the rev-id provided as input (110163), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110200,"The MW API does not have any info related to the rev-id provided as input (110200), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
35911788,"The MW API does not have any info related to the rev-id provided as input (35911788), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110528,"The MW API does not have any info related to the rev-id provided as input (110528), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110540,"The MW API does not have any info related to the rev-id provided as input (110540), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110419,"The MW API does not have any info related to the rev-id provided as input (110419), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
96678,"The MW API does not have any info related to the rev-id provided as input (96678), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110135,"The MW API does not have any info related to the rev-id provided as input (110135), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110201,"The MW API does not have any info related to the rev-id provided as input (110201), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110311,"The MW API does not have any info related to the rev-id provided as input (110311), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
64427496,"The MW API does not have any info related to the rev-id provided as input (64427496), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110499,"The MW API does not have any info related to the rev-id provided as input (110499), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
3521994,"The MW API does not have any info related to the rev-id provided as input (3521994), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
3522049,"The MW API does not have any info related to the rev-id provided as input (3522049), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
35971878,"The MW API does not have any info related to the rev-id provided as input (35971878), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
34216798,"The MW API does not have any info related to the rev-id provided as input (34216798), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
10393127,"The MW API does not have any info related to the rev-id provided as input (10393127), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
64427821,"The MW API does not have any info related to the rev-id provided as input (64427821), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110571,"The MW API does not have any info related to the rev-id provided as input (110571), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110477,"The MW API does not have any info related to the rev-id provided as input (110477), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110478,"The MW API does not have any info related to the rev-id provided as input (110478), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
3523416,"The MW API does not have any info related to the rev-id provided as input (3523416), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110583,"The MW API does not have any info related to the rev-id provided as input (110583), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110490,"The MW API does not have any info related to the rev-id provided as input (110490), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110651,"The MW API does not have any info related to the rev-id provided as input (110651), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110718,"The MW API does not have any info related to the rev-id provided as input (110718), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110472,"The MW API does not have any info related to the rev-id provided as input (110472), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110479,"The MW API does not have any info related to the rev-id provided as input (110479), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110489,"The MW API does not have any info related to the rev-id provided as input (110489), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110614,"The MW API does not have any info related to the rev-id provided as input (110614), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110620,"The MW API does not have any info related to the rev-id provided as input (110620), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110779,"The MW API does not have any info related to the rev-id provided as input (110779), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110623,"The MW API does not have any info related to the rev-id provided as input (110623), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110654,"The MW API does not have any info related to the rev-id provided as input (110654), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110607,"The MW API does not have any info related to the rev-id provided as input (110607), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110753,"The MW API does not have any info related to the rev-id provided as input (110753), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110776,"The MW API does not have any info related to the rev-id provided as input (110776), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110630,"The MW API does not have any info related to the rev-id provided as input (110630), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110618,"The MW API does not have any info related to the rev-id provided as input (110618), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110666,"The MW API does not have any info related to the rev-id provided as input (110666), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110611,"The MW API does not have any info related to the rev-id provided as input (110611), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110662,"The MW API does not have any info related to the rev-id provided as input (110662), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110605,"The MW API does not have any info related to the rev-id provided as input (110605), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110681,"The MW API does not have any info related to the rev-id provided as input (110681), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110641,"The MW API does not have any info related to the rev-id provided as input (110641), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110775,"The MW API does not have any info related to the rev-id provided as input (110775), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111744,"The MW API does not have any info related to the rev-id provided as input (111744), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110669,"The MW API does not have any info related to the rev-id provided as input (110669), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110665,"The MW API does not have any info related to the rev-id provided as input (110665), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111978,"The MW API does not have any info related to the rev-id provided as input (111978), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111672,"The MW API does not have any info related to the rev-id provided as input (111672), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111844,"The MW API does not have any info related to the rev-id provided as input (111844), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111541,"The MW API does not have any info related to the rev-id provided as input (111541), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110894,"The MW API does not have any info related to the rev-id provided as input (110894), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111281,
111762,"The MW API does not have any info related to the rev-id provided as input (111762), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111674,"The MW API does not have any info related to the rev-id provided as input (111674), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111675,"The MW API does not have any info related to the rev-id provided as input (111675), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111764,"The MW API does not have any info related to the rev-id provided as input (111764), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111198,"The MW API does not have any info related to the rev-id provided as input (111198), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110895,"The MW API does not have any info related to the rev-id provided as input (110895), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110958,"The MW API does not have any info related to the rev-id provided as input (110958), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
112071,"The MW API does not have any info related to the rev-id provided as input (112071), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
112029,"The MW API does not have any info related to the rev-id provided as input (112029), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111222,"The MW API does not have any info related to the rev-id provided as input (111222), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110959,"The MW API does not have any info related to the rev-id provided as input (110959), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110960,"The MW API does not have any info related to the rev-id provided as input (110960), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111679,"The MW API does not have any info related to the rev-id provided as input (111679), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111519,"The MW API does not have any info related to the rev-id provided as input (111519), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111652,"The MW API does not have any info related to the rev-id provided as input (111652), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111520,"The MW API does not have any info related to the rev-id provided as input (111520), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111746,"The MW API does not have any info related to the rev-id provided as input (111746), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
38407411,"The MW API does not have any info related to the rev-id provided as input (38407411), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111522,"The MW API does not have any info related to the rev-id provided as input (111522), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111924,"The MW API does not have any info related to the rev-id provided as input (111924), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111861,"The MW API does not have any info related to the rev-id provided as input (111861), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111238,"The MW API does not have any info related to the rev-id provided as input (111238), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111768,"The MW API does not have any info related to the rev-id provided as input (111768), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111811,"The MW API does not have any info related to the rev-id provided as input (111811), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111653,"The MW API does not have any info related to the rev-id provided as input (111653), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111685,"The MW API does not have any info related to the rev-id provided as input (111685), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110935,"The MW API does not have any info related to the rev-id provided as input (110935), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111657,"The MW API does not have any info related to the rev-id provided as input (111657), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111702,"The MW API does not have any info related to the rev-id provided as input (111702), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111622,"The MW API does not have any info related to the rev-id provided as input (111622), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111097,"The MW API does not have any info related to the rev-id provided as input (111097), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111738,"The MW API does not have any info related to the rev-id provided as input (111738), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
112087,"The MW API does not have any info related to the rev-id provided as input (112087), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110881,"The MW API does not have any info related to the rev-id provided as input (110881), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111015,"The MW API does not have any info related to the rev-id provided as input (111015), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110901,"The MW API does not have any info related to the rev-id provided as input (110901), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
112001,"The MW API does not have any info related to the rev-id provided as input (112001), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111704,"The MW API does not have any info related to the rev-id provided as input (111704), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111815,"The MW API does not have any info related to the rev-id provided as input (111815), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111020,"The MW API does not have any info related to the rev-id provided as input (111020), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111026,"The MW API does not have any info related to the rev-id provided as input (111026), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111218,"The MW API does not have any info related to the rev-id provided as input (111218), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111028,"The MW API does not have any info related to the rev-id provided as input (111028), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111219,"The MW API does not have any info related to the rev-id provided as input (111219), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111551,"The MW API does not have any info related to the rev-id provided as input (111551), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111263,"The MW API does not have any info related to the rev-id provided as input (111263), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111489,"The MW API does not have any info related to the rev-id provided as input (111489), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
18205831,"The MW API does not have any info related to the rev-id provided as input (18205831), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111329,"The MW API does not have any info related to the rev-id provided as input (111329), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111221,"The MW API does not have any info related to the rev-id provided as input (111221), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111102,"The MW API does not have any info related to the rev-id provided as input (111102), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111836,"The MW API does not have any info related to the rev-id provided as input (111836), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111514,"The MW API does not have any info related to the rev-id provided as input (111514), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111761,"The MW API does not have any info related to the rev-id provided as input (111761), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111505,"The MW API does not have any info related to the rev-id provided as input (111505), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110863,"The MW API does not have any info related to the rev-id provided as input (110863), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111838,"The MW API does not have any info related to the rev-id provided as input (111838), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
6834334,"The MW API does not have any info related to the rev-id provided as input (6834334), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111669,"The MW API does not have any info related to the rev-id provided as input (111669), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110893,"The MW API does not have any info related to the rev-id provided as input (110893), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
110804,"The MW API does not have any info related to the rev-id provided as input (110804), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111732,"The MW API does not have any info related to the rev-id provided as input (111732), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111192,"The MW API does not have any info related to the rev-id provided as input (111192), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111137,"The MW API does not have any info related to the rev-id provided as input (111137), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111911,"The MW API does not have any info related to the rev-id provided as input (111911), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111671,"The MW API does not have any info related to the rev-id provided as input (111671), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
111408,"The MW API does not have any info related to the rev-id provided as input (111408), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
12926,"The MW API does not have any info related to the rev-id provided as input (12926), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
9138832,"The MW API does not have any info related to the rev-id provided as input (9138832), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
112477,"The MW API does not have any info related to the rev-id provided as input (112477), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
112670,"The MW API does not have any info related to the rev-id provided as input (112670), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
112508,"The MW API does not have any info related to the rev-id provided as input (112508), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
112167,"The MW API does not have any info related to the rev-id provided as input (112167), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
112313,
112600,"The MW API does not have any info related to the rev-id provided as input (112600), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
112316,"The MW API does not have any info related to the rev-id provided as input (112316), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
112495,"The MW API does not have any info related to the rev-id provided as input (112495), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
112344,"The MW API does not have any info related to the rev-id provided as input (112344), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
112499,"The MW API does not have any info related to the rev-id provided as input (112499), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
113967,"The MW API does not have any info related to the rev-id provided as input (113967), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
95909,"The MW API does not have any info related to the rev-id provided as input (95909), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
114153,"The MW API does not have any info related to the rev-id provided as input (114153), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
114274,"The MW API does not have any info related to the rev-id provided as input (114274), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
113890,"The MW API does not have any info related to the rev-id provided as input (113890), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
112879,"The MW API does not have any info related to the rev-id provided as input (112879), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
95991,"The MW API does not have any info related to the rev-id provided as input (95991), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
95934,"The MW API does not have any info related to the rev-id provided as input (95934), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
112773,"The MW API does not have any info related to the rev-id provided as input (112773), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
112743,"The MW API does not have any info related to the rev-id provided as input (112743), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
95905,"The MW API does not have any info related to the rev-id provided as input (95905), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
112901,"The MW API does not have any info related to the rev-id provided as input (112901), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
113991,"The MW API does not have any info related to the rev-id provided as input (113991), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
114312,"The MW API does not have any info related to the rev-id provided as input (114312), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
95993,"The MW API does not have any info related to the rev-id provided as input (95993), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
114006,"The MW API does not have any info related to the rev-id provided as input (114006), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
95903,"The MW API does not have any info related to the rev-id provided as input (95903), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
112906,"The MW API does not have any info related to the rev-id provided as input (112906), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
113981,"The MW API does not have any info related to the rev-id provided as input (113981), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
113894,"The MW API does not have any info related to the rev-id provided as input (113894), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
112766,"The MW API does not have any info related to the rev-id provided as input (112766), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
112767,"The MW API does not have any info related to the rev-id provided as input (112767), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
114156,"The MW API does not have any info related to the rev-id provided as input (114156), therefore it is not possible to extract features properly. One possible cause is the deletion of the page related to the revision id. Please contact the ML-Team if you need more info."
